actorKey,actorName,presentInWorld,threatClass,level,attack,specialization,specializationLabel,damage,pellets,penetration,damageTypes,actionPointCost,actionsPerTurn,hitChance,targetArmorClass,targetArmor,targetArmorCondition,firstActionHealthDamage,firstActionImmediateDamage,firstActionArmorWear,actionsUntilFirstHealthDamage,landedActionsToDefeat,expectedTurnsToDefeat
canine:wolf,Волк Пустошей,true,C,22,Наскок,impact,Силовая,27,1,0,bludgeoning:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,41,16,51,26.8
canine:wolf,Волк Пустошей,true,C,22,Наскок,impact,Силовая,27,1,0,bludgeoning:100%,4,2,95,A,Силовая броня T-60,3400,0,0,41,84,108,56.8
canine:wolf,Волк Пустошей,true,C,22,Наскок,impact,Силовая,27,1,0,bludgeoning:100%,4,2,95,S,Силовая броня T-65,4800,0,0,41,119,143,75.3
canine:diseased-wolf,Больной волк,true,C,23,Укус,predatorBite,Сильный укус,40,1,13,piercing:70% + poison:30%,4,2,95,D,Кожаная броня,250,40,28,0,1,17,8.9
canine:diseased-wolf,Больной волк,true,C,23,Укус,predatorBite,Сильный укус,40,1,13,piercing:70% + poison:30%,4,2,95,C,Боевая броня,650,16,4,24,1,30,15.8
canine:diseased-wolf,Больной волк,true,C,23,Укус,predatorBite,Сильный укус,40,1,13,piercing:70% + poison:30%,4,2,95,B,"Боевая броня, усиленная",1011,12,0,28,1,43,22.6
canine:diseased-wolf,Больной волк,true,C,23,Укус,predatorBite,Сильный укус,40,1,13,piercing:70% + poison:30%,4,2,95,A,Силовая броня T-60,3400,0,0,40,86,102,53.7
canine:diseased-wolf,Больной волк,true,C,23,Укус,predatorBite,Сильный укус,40,1,13,piercing:70% + poison:30%,4,2,95,S,Силовая броня T-65,4800,0,0,40,121,137,72.1
canine:diseased-wolf,Больной волк,true,C,23,Наскок,impact,Силовая,26,1,0,bludgeoning:100%,4,2,95,D,Кожаная броня,250,17,17,14,1,33,17.4
canine:diseased-wolf,Больной волк,true,C,23,Наскок,impact,Силовая,26,1,0,bludgeoning:100%,4,2,95,C,Боевая броня,650,2,2,36,1,43,22.6
canine:diseased-wolf,Больной волк,true,C,23,Наскок,impact,Силовая,26,1,0,bludgeoning:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,39,22,53,27.9
canine:diseased-wolf,Больной волк,true,C,23,Наскок,impact,Силовая,26,1,0,bludgeoning:100%,4,2,95,A,Силовая броня T-60,3400,0,0,39,89,114,60
canine:diseased-wolf,Больной волк,true,C,23,Наскок,impact,Силовая,26,1,0,bludgeoning:100%,4,2,95,S,Силовая броня T-65,4800,0,0,39,125,150,78.9
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Когти,rend,Рубящая,95,2,5,slashing:100%,5,2,95,D,Кожаная броня,250,83,83,12,1,8,4.2
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Когти,rend,Рубящая,95,2,5,slashing:100%,5,2,95,C,Боевая броня,650,51,51,44,1,12,6.3
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Когти,rend,Рубящая,95,2,5,slashing:100%,5,2,95,B,"Боевая броня, усиленная",1011,19,19,76,1,18,9.5
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Когти,rend,Рубящая,95,2,5,slashing:100%,5,2,95,A,Силовая броня T-60,3400,0,0,95,37,44,23.2
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Когти,rend,Рубящая,95,2,5,slashing:100%,5,2,95,S,Силовая броня T-65,4800,0,0,95,52,59,31.1
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Укус,puncture,Пробивная,70,1,54,piercing:100%,5,2,95,D,Кожаная броня,250,70,70,0,1,10,5.3
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Укус,puncture,Пробивная,70,1,54,piercing:100%,5,2,95,C,Боевая броня,650,70,70,0,1,10,5.3
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Укус,puncture,Пробивная,70,1,54,piercing:100%,5,2,95,B,"Боевая броня, усиленная",1011,67,67,3,1,11,5.8
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Укус,puncture,Пробивная,70,1,54,piercing:100%,5,2,95,A,Силовая броня T-60,3400,0,0,70,50,59,31.1
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Укус,puncture,Пробивная,70,1,54,piercing:100%,5,2,95,S,Силовая броня T-65,4800,0,0,70,70,79,41.6
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Таран,impact,Силовая,85,1,1,bludgeoning:100%,9,1,95,D,Кожаная броня,250,77,77,12,1,9,9.5
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Таран,impact,Силовая,85,1,1,bludgeoning:100%,9,1,95,C,Боевая броня,650,62,62,35,1,11,11.6
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Таран,impact,Силовая,85,1,1,bludgeoning:100%,9,1,95,B,"Боевая броня, усиленная",1011,48,48,56,1,13,13.7
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Таран,impact,Силовая,85,1,1,bludgeoning:100%,9,1,95,A,Силовая броня T-60,3400,0,0,128,28,35,36.8
yao-guai:ordinary,Яо-гай-охотник,true,B,42,Таран,impact,Силовая,85,1,1,bludgeoning:100%,9,1,95,S,Силовая броня T-65,4800,0,0,128,39,46,48.4
yao-guai:grizzly,Мутировавший гризли,true,B,50,Когти,rend,Рубящая,110,2,6,slashing:100%,5,2,95,D,Кожаная броня,250,100,100,10,1,7,3.7
yao-guai:grizzly,Мутировавший гризли,true,B,50,Когти,rend,Рубящая,110,2,6,slashing:100%,5,2,95,C,Боевая броня,650,68,68,42,1,10,5.3
yao-guai:grizzly,Мутировавший гризли,true,B,50,Когти,rend,Рубящая,110,2,6,slashing:100%,5,2,95,B,"Боевая броня, усиленная",1011,36,36,74,1,14,7.4
yao-guai:grizzly,Мутировавший гризли,true,B,50,Когти,rend,Рубящая,110,2,6,slashing:100%,5,2,95,A,Силовая броня T-60,3400,0,0,110,32,38,20
yao-guai:grizzly,Мутировавший гризли,true,B,50,Когти,rend,Рубящая,110,2,6,slashing:100%,5,2,95,S,Силовая броня T-65,4800,0,0,110,45,51,26.8
yao-guai:grizzly,Мутировавший гризли,true,B,50,Укус,puncture,Пробивная,80,1,66,piercing:100%,5,2,95,D,Кожаная броня,250,80,80,0,1,9,4.7
yao-guai:grizzly,Мутировавший гризли,true,B,50,Укус,puncture,Пробивная,80,1,66,piercing:100%,5,2,95,C,Боевая броня,650,80,80,0,1,9,4.7
yao-guai:grizzly,Мутировавший гризли,true,B,50,Укус,puncture,Пробивная,80,1,66,piercing:100%,5,2,95,B,"Боевая броня, усиленная",1011,80,80,0,1,9,4.7
yao-guai:grizzly,Мутировавший гризли,true,B,50,Укус,puncture,Пробивная,80,1,66,piercing:100%,5,2,95,A,Силовая броня T-60,3400,0,0,80,35,52,27.4
yao-guai:grizzly,Мутировавший гризли,true,B,50,Укус,puncture,Пробивная,80,1,66,piercing:100%,5,2,95,S,Силовая броня T-65,4800,0,0,80,61,69,36.3
yao-guai:grizzly,Мутировавший гризли,true,B,50,Таран,impact,Силовая,100,2,2,bludgeoning:100%,9,1,95,D,Кожаная броня,250,86,86,22,1,8,8.4
yao-guai:grizzly,Мутировавший гризли,true,B,50,Таран,impact,Силовая,100,2,2,bludgeoning:100%,9,1,95,C,Боевая броня,650,56,56,66,1,11,11.6
yao-guai:grizzly,Мутировавший гризли,true,B,50,Таран,impact,Силовая,100,2,2,bludgeoning:100%,9,1,95,B,"Боевая броня, усиленная",1011,28,28,108,1,14,14.7
yao-guai:grizzly,Мутировавший гризли,true,B,50,Таран,impact,Силовая,100,2,2,bludgeoning:100%,9,1,95,A,Силовая броня T-60,3400,0,0,150,24,30,31.6
yao-guai:grizzly,Мутировавший гризли,true,B,50,Таран,impact,Силовая,100,2,2,bludgeoning:100%,9,1,95,S,Силовая броня T-65,4800,0,0,150,33,39,41.1
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Когти,rend,Рубящая,160,3,9,slashing:100%,7,2,95,D,Кожаная броня,250,154,154,6,1,5,2.6
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Когти,rend,Рубящая,160,3,9,slashing:100%,7,2,95,C,Боевая броня,650,106,106,54,1,7,3.7
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Когти,rend,Рубящая,160,3,9,slashing:100%,7,2,95,B,"Боевая броня, усиленная",1011,58,58,102,1,9,4.7
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Когти,rend,Рубящая,160,3,9,slashing:100%,7,2,95,A,Силовая броня T-60,3400,0,0,160,22,26,13.7
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Когти,rend,Рубящая,160,3,9,slashing:100%,7,2,95,S,Силовая броня T-65,4800,0,0,160,31,35,18.4
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Укус,puncture,Пробивная,115,2,98,piercing:100%,7,2,95,D,Кожаная броня,250,115,115,0,1,6,3.2
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Укус,puncture,Пробивная,115,2,98,piercing:100%,7,2,95,C,Боевая броня,650,115,115,0,1,6,3.2
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Укус,puncture,Пробивная,115,2,98,piercing:100%,7,2,95,B,"Боевая броня, усиленная",1011,115,115,0,1,6,3.2
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Укус,puncture,Пробивная,115,2,98,piercing:100%,7,2,95,A,Силовая броня T-60,3400,0,0,115,25,36,18.9
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Укус,puncture,Пробивная,115,2,98,piercing:100%,7,2,95,S,Силовая броня T-65,4800,0,0,115,43,48,25.3
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Таран,impact,Силовая,145,3,3,bludgeoning:100%,11,1,95,D,Кожаная броня,250,127,127,27,1,6,6.3
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Таран,impact,Силовая,145,3,3,bludgeoning:100%,11,1,95,C,Боевая броня,650,82,82,96,1,8,8.4
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Таран,impact,Силовая,145,3,3,bludgeoning:100%,11,1,95,B,"Боевая броня, усиленная",1011,40,40,159,1,10,10.5
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Таран,impact,Силовая,145,3,3,bludgeoning:100%,11,1,95,A,Силовая броня T-60,3400,0,0,218,16,21,22.1
yao-guai:bloodthirsty,Кровожадный гризли,true,A,65,Таран,impact,Силовая,145,3,3,bludgeoning:100%,11,1,95,S,Силовая броня T-65,4800,0,0,218,23,27,28.4
gecko:ordinary,Геккон,true,D,6,Укус,predatorBite,Сильный укус,16,1,3,piercing:100%,3,3,89,D,Кожаная броня,250,11,11,5,1,54,20.2
gecko:ordinary,Геккон,true,D,6,Укус,predatorBite,Сильный укус,16,1,3,piercing:100%,3,3,89,C,Боевая броня,650,0,0,16,42,84,31.5
gecko:ordinary,Геккон,true,D,6,Укус,predatorBite,Сильный укус,16,1,3,piercing:100%,3,3,89,B,"Боевая броня, усиленная",1011,0,0,16,65,107,40.1
gecko:ordinary,Геккон,true,D,6,Укус,predatorBite,Сильный укус,16,1,3,piercing:100%,3,3,89,A,Силовая броня T-60,3400,0,0,16,214,256,95.9
gecko:ordinary,Геккон,true,D,6,Укус,predatorBite,Сильный укус,16,1,3,piercing:100%,3,3,89,S,Силовая броня T-65,4800,0,0,16,301,343,128.5
gecko:ordinary,Геккон,true,D,6,Хвост,lash,Хлёсткая,12,1,0,bludgeoning:100%,3,3,89,D,Кожаная броня,250,3,3,14,1,70,26.2
gecko:ordinary,Геккон,true,D,6,Хвост,lash,Хлёсткая,12,1,0,bludgeoning:100%,3,3,89,C,Боевая броня,650,0,0,18,38,94,35.2
gecko:ordinary,Геккон,true,D,6,Хвост,lash,Хлёсткая,12,1,0,bludgeoning:100%,3,3,89,B,"Боевая броня, усиленная",1011,0,0,18,58,114,42.7
gecko:ordinary,Геккон,true,D,6,Хвост,lash,Хлёсткая,12,1,0,bludgeoning:100%,3,3,89,A,Силовая броня T-60,3400,0,0,18,190,246,92.1
gecko:ordinary,Геккон,true,D,6,Хвост,lash,Хлёсткая,12,1,0,bludgeoning:100%,3,3,89,S,Силовая броня T-65,4800,0,0,18,268,324,121.3
gecko:hunter,Геккон-охотник,true,C,18,Укус,predatorBite,Сильный укус,35,1,10,piercing:100%,4,2,95,D,Кожаная броня,250,35,35,0,1,20,10.5
gecko:hunter,Геккон-охотник,true,C,18,Укус,predatorBite,Сильный укус,35,1,10,piercing:100%,4,2,95,C,Боевая броня,650,8,8,27,1,39,20.5
gecko:hunter,Геккон-охотник,true,C,18,Укус,predatorBite,Сильный укус,35,1,10,piercing:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,35,19,49,25.8
gecko:hunter,Геккон-охотник,true,C,18,Укус,predatorBite,Сильный укус,35,1,10,piercing:100%,4,2,95,A,Силовая броня T-60,3400,0,0,35,99,118,62.1
gecko:hunter,Геккон-охотник,true,C,18,Укус,predatorBite,Сильный укус,35,1,10,piercing:100%,4,2,95,S,Силовая броня T-65,4800,0,0,35,139,158,83.2
gecko:hunter,Геккон-охотник,true,C,18,Хвост,lash,Хлёсткая,26,1,2,bludgeoning:100%,4,2,95,D,Кожаная броня,250,19,19,11,1,32,16.8
gecko:hunter,Геккон-охотник,true,C,18,Хвост,lash,Хлёсткая,26,1,2,bludgeoning:100%,4,2,95,C,Боевая броня,650,4,4,33,1,43,22.6
gecko:hunter,Геккон-охотник,true,C,18,Хвост,lash,Хлёсткая,26,1,2,bludgeoning:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,39,17,53,27.9
gecko:hunter,Геккон-охотник,true,C,18,Хвост,lash,Хлёсткая,26,1,2,bludgeoning:100%,4,2,95,A,Силовая броня T-60,3400,0,0,39,89,114,60
gecko:hunter,Геккон-охотник,true,C,18,Хвост,lash,Хлёсткая,26,1,2,bludgeoning:100%,4,2,95,S,Силовая броня T-65,4800,0,0,39,125,150,78.9
gecko:golden,Золотой геккон,true,C,24,Укус,predatorBite,Сильный укус,40,1,14,piercing:100%,4,2,95,D,Кожаная броня,250,40,40,0,1,17,8.9
gecko:golden,Золотой геккон,true,C,24,Укус,predatorBite,Сильный укус,40,1,14,piercing:100%,4,2,95,C,Боевая броня,650,17,17,23,1,29,15.3
gecko:golden,Золотой геккон,true,C,24,Укус,predatorBite,Сильный укус,40,1,14,piercing:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,40,7,43,22.6
gecko:golden,Золотой геккон,true,C,24,Укус,predatorBite,Сильный укус,40,1,14,piercing:100%,4,2,95,A,Силовая броня T-60,3400,0,0,40,86,102,53.7
gecko:golden,Золотой геккон,true,C,24,Укус,predatorBite,Сильный укус,40,1,14,piercing:100%,4,2,95,S,Силовая броня T-65,4800,0,0,40,121,137,72.1
gecko:golden,Золотой геккон,true,C,24,Хвост,lash,Хлёсткая,30,1,2,bludgeoning:100%,4,2,95,D,Кожаная броня,250,23,23,11,1,28,14.7
gecko:golden,Золотой геккон,true,C,24,Хвост,lash,Хлёсткая,30,1,2,bludgeoning:100%,4,2,95,C,Боевая броня,650,8,8,33,1,38,20
gecko:golden,Золотой геккон,true,C,24,Хвост,lash,Хлёсткая,30,1,2,bludgeoning:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,45,10,45,23.7
gecko:golden,Золотой геккон,true,C,24,Хвост,lash,Хлёсткая,30,1,2,bludgeoning:100%,4,2,95,A,Силовая броня T-60,3400,0,0,45,77,99,52.1
gecko:golden,Золотой геккон,true,C,24,Хвост,lash,Хлёсткая,30,1,2,bludgeoning:100%,4,2,95,S,Силовая броня T-65,4800,0,0,45,108,130,68.4
gecko:fire,Огненный геккон,true,C,24,Укус,predatorBite,Сильный укус,40,1,12,piercing:100%,4,2,95,D,Кожаная броня,250,40,40,0,1,17,8.9
gecko:fire,Огненный геккон,true,C,24,Укус,predatorBite,Сильный укус,40,1,12,piercing:100%,4,2,95,C,Боевая броня,650,15,15,25,1,31,16.3
gecko:fire,Огненный геккон,true,C,24,Укус,predatorBite,Сильный укус,40,1,12,piercing:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,40,7,43,22.6
gecko:fire,Огненный геккон,true,C,24,Укус,predatorBite,Сильный укус,40,1,12,piercing:100%,4,2,95,A,Силовая броня T-60,3400,0,0,40,86,102,53.7
gecko:fire,Огненный геккон,true,C,24,Укус,predatorBite,Сильный укус,40,1,12,piercing:100%,4,2,95,S,Силовая броня T-65,4800,0,0,40,121,137,72.1
gecko:fire,Огненный геккон,true,C,24,Пламя,flame,Огненная струя,35,1,2,fire:100%,7,1,95,D,Кожаная броня,250,32,16,3,1,21,22.1
gecko:fire,Огненный геккон,true,C,24,Пламя,flame,Огненная струя,35,1,2,fire:100%,7,1,95,C,Боевая броня,650,18,9,17,1,33,34.7
gecko:fire,Огненный геккон,true,C,24,Пламя,flame,Огненная струя,35,1,2,fire:100%,7,1,95,B,"Боевая броня, усиленная",1011,7,4,28,1,49,51.6
gecko:fire,Огненный геккон,true,C,24,Пламя,flame,Огненная струя,35,1,2,fire:100%,7,1,95,A,Силовая броня T-60,3400,0,0,35,99,118,124.2
gecko:fire,Огненный геккон,true,C,24,Пламя,flame,Огненная струя,35,1,2,fire:100%,7,1,95,S,Силовая броня T-65,4800,0,0,35,139,158,166.3
gecko:fire,Огненный геккон,true,C,24,Хвост,lash,Хлёсткая,29,1,2,bludgeoning:100%,4,2,95,D,Кожаная броня,250,22,22,11,1,29,15.3
gecko:fire,Огненный геккон,true,C,24,Хвост,lash,Хлёсткая,29,1,2,bludgeoning:100%,4,2,95,C,Боевая броня,650,7,7,33,1,39,20.5
gecko:fire,Огненный геккон,true,C,24,Хвост,lash,Хлёсткая,29,1,2,bludgeoning:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,44,11,47,24.7
gecko:fire,Огненный геккон,true,C,24,Хвост,lash,Хлёсткая,29,1,2,bludgeoning:100%,4,2,95,A,Силовая броня T-60,3400,0,0,44,79,102,53.7
gecko:fire,Огненный геккон,true,C,24,Хвост,lash,Хлёсткая,29,1,2,bludgeoning:100%,4,2,95,S,Силовая броня T-65,4800,0,0,44,111,134,70.5
gecko:poison,Ядовитый геккон,true,C,22,Укус,predatorBite,Сильный укус,35,1,10,piercing:60% + poison:40%,4,2,95,D,Кожаная броня,250,35,21,0,1,20,10.5
gecko:poison,Ядовитый геккон,true,C,22,Укус,predatorBite,Сильный укус,35,1,10,piercing:60% + poison:40%,4,2,95,C,Боевая броня,650,14,0,21,1,38,20
gecko:poison,Ядовитый геккон,true,C,22,Укус,predatorBite,Сильный укус,35,1,10,piercing:60% + poison:40%,4,2,95,B,"Боевая броня, усиленная",1011,14,0,21,1,49,25.8
gecko:poison,Ядовитый геккон,true,C,22,Укус,predatorBite,Сильный укус,35,1,10,piercing:60% + poison:40%,4,2,95,A,Силовая броня T-60,3400,0,0,35,98,117,61.6
gecko:poison,Ядовитый геккон,true,C,22,Укус,predatorBite,Сильный укус,35,1,10,piercing:60% + poison:40%,4,2,95,S,Силовая броня T-65,4800,0,0,35,138,157,82.6
gecko:poison,Ядовитый геккон,true,C,22,Хвост,lash,Хлёсткая,27,1,2,bludgeoning:100%,4,2,95,D,Кожаная броня,250,20,20,11,1,31,16.3
gecko:poison,Ядовитый геккон,true,C,22,Хвост,lash,Хлёсткая,27,1,2,bludgeoning:100%,4,2,95,C,Боевая броня,650,5,5,33,1,42,22.1
gecko:poison,Ядовитый геккон,true,C,22,Хвост,lash,Хлёсткая,27,1,2,bludgeoning:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,41,16,50,26.3
gecko:poison,Ядовитый геккон,true,C,22,Хвост,lash,Хлёсткая,27,1,2,bludgeoning:100%,4,2,95,A,Силовая броня T-60,3400,0,0,41,84,108,56.8
gecko:poison,Ядовитый геккон,true,C,22,Хвост,lash,Хлёсткая,27,1,2,bludgeoning:100%,4,2,95,S,Силовая броня T-65,4800,0,0,41,119,143,75.3
mutant-lizard:ordinary,Ящерица Пустошей,true,C,16,Укус,puncture,Пробивная,24,1,10,piercing:100%,4,2,95,D,Кожаная броня,250,24,24,0,1,29,15.3
mutant-lizard:ordinary,Ящерица Пустошей,true,C,16,Укус,puncture,Пробивная,24,1,10,piercing:100%,4,2,95,C,Боевая броня,650,0,0,24,7,56,29.5
mutant-lizard:ordinary,Ящерица Пустошей,true,C,16,Укус,puncture,Пробивная,24,1,10,piercing:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,24,44,72,37.9
mutant-lizard:ordinary,Ящерица Пустошей,true,C,16,Укус,puncture,Пробивная,24,1,10,piercing:100%,4,2,95,A,Силовая броня T-60,3400,0,0,24,143,171,90
mutant-lizard:ordinary,Ящерица Пустошей,true,C,16,Укус,puncture,Пробивная,24,1,10,piercing:100%,4,2,95,S,Силовая броня T-65,4800,0,0,24,201,229,120.5
mutant-lizard:ordinary,Ящерица Пустошей,true,C,16,Хвост,lash,Хлёсткая,23,1,1,bludgeoning:100%,4,2,95,D,Кожаная броня,250,15,15,12,1,37,19.5
mutant-lizard:ordinary,Ящерица Пустошей,true,C,16,Хвост,lash,Хлёсткая,23,1,1,bludgeoning:100%,4,2,95,C,Боевая броня,650,0,0,35,5,49,25.8
mutant-lizard:ordinary,Ящерица Пустошей,true,C,16,Хвост,lash,Хлёсткая,23,1,1,bludgeoning:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,35,25,59,31.1
mutant-lizard:ordinary,Ящерица Пустошей,true,C,16,Хвост,lash,Хлёсткая,23,1,1,bludgeoning:100%,4,2,95,A,Силовая броня T-60,3400,0,0,35,99,128,67.4
mutant-lizard:ordinary,Ящерица Пустошей,true,C,16,Хвост,lash,Хлёсткая,23,1,1,bludgeoning:100%,4,2,95,S,Силовая броня T-65,4800,0,0,35,139,168,88.4
night-stalker:ordinary,Ночной охотник,true,B,34,Укус,predatorBite,Сильный укус,65,1,27,piercing:70% + poison:30%,5,2,95,D,Кожаная броня,250,65,46,0,1,11,5.8
night-stalker:ordinary,Ночной охотник,true,B,34,Укус,predatorBite,Сильный укус,65,1,27,piercing:70% + poison:30%,5,2,95,C,Боевая броня,650,55,36,10,1,13,6.8
night-stalker:ordinary,Ночной охотник,true,B,34,Укус,predatorBite,Сильный укус,65,1,27,piercing:70% + poison:30%,5,2,95,B,"Боевая броня, усиленная",1011,35,16,30,1,18,9.5
night-stalker:ordinary,Ночной охотник,true,B,34,Укус,predatorBite,Сильный укус,65,1,27,piercing:70% + poison:30%,5,2,95,A,Силовая броня T-60,3400,0,0,65,53,64,33.7
night-stalker:ordinary,Ночной охотник,true,B,34,Укус,predatorBite,Сильный укус,65,1,27,piercing:70% + poison:30%,5,2,95,S,Силовая броня T-65,4800,0,0,65,75,85,44.7
night-stalker:ordinary,Ночной охотник,true,B,34,Хвост,lash,Хлёсткая,50,1,4,slashing:100%,5,2,95,D,Кожаная броня,250,43,43,7,1,16,8.4
night-stalker:ordinary,Ночной охотник,true,B,34,Хвост,lash,Хлёсткая,50,1,4,slashing:100%,5,2,95,C,Боевая броня,650,27,27,23,1,22,11.6
night-stalker:ordinary,Ночной охотник,true,B,34,Хвост,lash,Хлёсткая,50,1,4,slashing:100%,5,2,95,B,"Боевая броня, усиленная",1011,11,11,39,1,33,17.4
night-stalker:ordinary,Ночной охотник,true,B,34,Хвост,lash,Хлёсткая,50,1,4,slashing:100%,5,2,95,A,Силовая броня T-60,3400,0,0,50,69,82,43.2
night-stalker:ordinary,Ночной охотник,true,B,34,Хвост,lash,Хлёсткая,50,1,4,slashing:100%,5,2,95,S,Силовая броня T-65,4800,0,0,50,97,110,57.9
honey-badger:ordinary,Медоед-падальщик,true,C,20,Укус,predatorBite,Сильный укус,40,1,11,piercing:100%,4,2,95,D,Кожаная броня,250,40,40,0,1,17,8.9
honey-badger:ordinary,Медоед-падальщик,true,C,20,Укус,predatorBite,Сильный укус,40,1,11,piercing:100%,4,2,95,C,Боевая броня,650,14,14,26,1,31,16.3
honey-badger:ordinary,Медоед-падальщик,true,C,20,Укус,predatorBite,Сильный укус,40,1,11,piercing:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,40,12,43,22.6
honey-badger:ordinary,Медоед-падальщик,true,C,20,Укус,predatorBite,Сильный укус,40,1,11,piercing:100%,4,2,95,A,Силовая броня T-60,3400,0,0,40,86,102,53.7
honey-badger:ordinary,Медоед-падальщик,true,C,20,Укус,predatorBite,Сильный укус,40,1,11,piercing:100%,4,2,95,S,Силовая броня T-65,4800,0,0,40,121,137,72.1
honey-badger:ordinary,Медоед-падальщик,true,C,20,Когти,rend,Рубящая,40,1,3,slashing:100%,4,2,95,D,Кожаная броня,250,32,32,8,1,21,11.1
honey-badger:ordinary,Медоед-падальщик,true,C,20,Когти,rend,Рубящая,40,1,3,slashing:100%,4,2,95,C,Боевая броня,650,16,16,24,1,32,16.8
honey-badger:ordinary,Медоед-падальщик,true,C,20,Когти,rend,Рубящая,40,1,3,slashing:100%,4,2,95,B,"Боевая броня, усиленная",1011,0,0,40,7,43,22.6
honey-badger:ordinary,Медоед-падальщик,true,C,20,Когти,rend,Рубящая,40,1,3,slashing:100%,4,2,95,A,Силовая броня T-60,3400,0,0,40,86,102,53.7
honey-badger:ordinary,Медоед-падальщик,true,C,20,Когти,rend,Рубящая,40,1,3,slashing:100%,4,2,95,S,Силовая броня T-65,4800,0,0,40,121,137,72.1
honey-badger:bone-plated,Костяной медоед,true,B,34,Укус,predatorBite,Сильный укус,65,1,25,piercing:100%,5,2,95,D,Кожаная броня,250,65,65,0,1,11,5.8
honey-badger:bone-plated,Костяной медоед,true,B,34,Укус,predatorBite,Сильный укус,65,1,25,piercing:100%,5,2,95,C,Боевая броня,650,53,53,12,1,13,6.8
honey-badger:bone-plated,Костяной медоед,true,B,34,Укус,predatorBite,Сильный укус,65,1,25,piercing:100%,5,2,95,B,"Боевая броня, усиленная",1011,33,33,32,1,18,9.5
honey-badger:bone-plated,Костяной медоед,true,B,34,Укус,predatorBite,Сильный укус,65,1,25,piercing:100%,5,2,95,A,Силовая броня T-60,3400,0,0,65,54,64,33.7
honey-badger:bone-plated,Костяной медоед,true,B,34,Укус,predatorBite,Сильный укус,65,1,25,piercing:100%,5,2,95,S,Силовая броня T-65,4800,0,0,65,75,85,44.7
honey-badger:bone-plated,Костяной медоед,true,B,34,Когти,rend,Рубящая,70,1,7,slashing:100%,5,2,95,D,Кожаная броня,250,66,66,4,1,11,5.8
honey-badger:bone-plated,Костяной медоед,true,B,34,Когти,rend,Рубящая,70,1,7,slashing:100%,5,2,95,C,Боевая броня,650,50,50,20,1,14,7.4
honey-badger:bone-plated,Костяной медоед,true,B,34,Когти,rend,Рубящая,70,1,7,slashing:100%,5,2,95,B,"Боевая броня, усиленная",1011,34,34,36,1,18,9.5
honey-badger:bone-plated,Костяной медоед,true,B,34,Когти,rend,Рубящая,70,1,7,slashing:100%,5,2,95,A,Силовая броня T-60,3400,0,0,70,50,59,31.1
honey-badger:bone-plated,Костяной медоед,true,B,34,Когти,rend,Рубящая,70,1,7,slashing:100%,5,2,95,S,Силовая броня T-65,4800,0,0,70,70,79,41.6
honey-badger:legendary,Легендарный медоед,true,A,60,Укус,predatorBite,Сильный укус,120,2,54,piercing:100%,7,2,95,D,Кожаная броня,250,120,120,0,1,6,3.2
honey-badger:legendary,Легендарный медоед,true,A,60,Укус,predatorBite,Сильный укус,120,2,54,piercing:100%,7,2,95,C,Боевая броня,650,120,120,0,1,6,3.2
