actorKey,actorName,presentInWorld,threatClass,level,experience,actionPoints,attack,specialization,specializationLabel,damage,pellets,penetration,damageTypes,skill,attackSkill,hitDifficulty,hitChance,actions,benchmarkAction,actionPointCost,actionsPerTurn,targetArmor,targetArmorCondition,firstActionHealthDamage,firstActionImmediateDamage,firstActionArmorWear,actionsUntilFirstHealthDamage,landedActionsToDefeat,expectedTurnsToDefeat,unarmoredLandedActionsToDefeat,unarmoredExpectedTurnsToDefeat,torsoResistance
night-stalker:ordinary,Ночной охотник,true,B,34,90950,13,Хвост,lash,Хлёсткая,50,1,4,slashing:100%,meleeCombat,145,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,11,11,39,1,33,17.4,14,7.4,"{""piercing"":32,""slashing"":35,""bludgeoning"":26,""firearm"":25,""energy"":18,""fire"":12,""cryo"":19,""electric"":12,""acid"":19,""poison"":28,""radiation"":32}"
honey-badger:ordinary,Медоед-падальщик,true,C,20,32500,11,Укус,predatorBite,Сильный укус,40,1,11,piercing:100%,meleeCombat,95,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,2,Боевая броня,650,14,14,26,1,31,16.3,17,8.9,"{""piercing"":16,""slashing"":18,""bludgeoning"":14,""firearm"":13,""energy"":9,""fire"":6,""cryo"":10,""electric"":6,""acid"":10,""poison"":14,""radiation"":16}"
honey-badger:ordinary,Медоед-падальщик,true,C,20,32500,11,Когти,rend,Рубящая,40,1,3,slashing:100%,meleeCombat,95,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,2,Боевая броня,650,16,16,24,1,32,16.8,17,8.9,"{""piercing"":16,""slashing"":18,""bludgeoning"":14,""firearm"":13,""energy"":9,""fire"":6,""cryo"":10,""electric"":6,""acid"":10,""poison"":14,""radiation"":16}"
honey-badger:bone-plated,Костяной медоед,true,B,34,90950,12,Укус,predatorBite,Сильный укус,65,1,25,piercing:100%,meleeCombat,128,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,33,33,32,1,18,9.5,11,5.8,"{""piercing"":45,""slashing"":50,""bludgeoning"":38,""firearm"":36,""energy"":25,""fire"":18,""cryo"":28,""electric"":18,""acid"":28,""poison"":40,""radiation"":45}"
honey-badger:bone-plated,Костяной медоед,true,B,34,90950,12,Когти,rend,Рубящая,70,1,7,slashing:100%,meleeCombat,128,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,34,34,36,1,18,9.5,10,5.3,"{""piercing"":45,""slashing"":50,""bludgeoning"":38,""firearm"":36,""energy"":25,""fire"":18,""cryo"":28,""electric"":18,""acid"":28,""poison"":40,""radiation"":45}"
honey-badger:legendary,Легендарный медоед,true,A,60,277500,14,Укус,predatorBite,Сильный укус,120,2,54,piercing:100%,meleeCombat,176,82,95,meleeAttack:7 ОД; aimedMeleeAttack:8 ОД,meleeAttack,7,2,Силовая броня T-60,3400,0,0,120,29,35,18.4,6,3.2,"{""piercing"":72,""slashing"":80,""bludgeoning"":60,""firearm"":58,""energy"":40,""fire"":28,""cryo"":44,""electric"":28,""acid"":44,""poison"":64,""radiation"":72}"
honey-badger:legendary,Легендарный медоед,true,A,60,277500,14,Когти,rend,Рубящая,130,3,15,slashing:100%,meleeCombat,176,82,95,meleeAttack:7 ОД; aimedMeleeAttack:8 ОД,meleeAttack,7,2,Силовая броня T-60,3400,0,0,130,27,32,16.8,6,3.2,"{""piercing"":72,""slashing"":80,""bludgeoning"":60,""firearm"":58,""energy"":40,""fire"":28,""cryo"":44,""electric"":28,""acid"":44,""poison"":64,""radiation"":72}"
radroach:ordinary,Радтаракан,true,D,1,200,6,Укус,puncture,Пробивная,4,1,1,piercing:100%,meleeCombat,58,82,77,meleeAttack:3 ОД; aimedMeleeAttack:4 ОД,meleeAttack,3,2,Кожаная броня,250,0,0,4,51,232,150.6,169,109.7,"{""piercing"":2,""slashing"":2,""bludgeoning"":1,""firearm"":2,""energy"":1,""fire"":1,""cryo"":1,""electric"":1,""acid"":1,""poison"":2,""radiation"":2}"
radroach:ordinary,Радтаракан,true,D,1,200,6,Плевок,toxin,Отложенный яд,4,1,0,poison:100%,rangedCombat,58,82,77,snapshot:3 ОД; aimedShot:4 ОД,snapshot,3,2,Кожаная броня,250,4,0,0,1,169,109.7,169,109.7,"{""piercing"":2,""slashing"":2,""bludgeoning"":1,""firearm"":2,""energy"":1,""fire"":1,""cryo"":1,""electric"":1,""acid"":1,""poison"":2,""radiation"":2}"
radroach:glowing,Светящийся радтаракан,true,D,8,5800,7,Укус,puncture,Пробивная,13,1,3,piercing:55% + radiation:45%,meleeCombat,70,82,89,meleeAttack:3 ОД; aimedMeleeAttack:4 ОД,meleeAttack,3,2,Кожаная броня,250,2,2,5,1,133,74.7,97,54.5,"{""piercing"":5,""slashing"":6,""bludgeoning"":3,""firearm"":5,""energy"":3,""fire"":1,""cryo"":3,""electric"":2,""acid"":3,""poison"":4,""radiation"":5}"
radroach:glowing,Светящийся радтаракан,true,D,8,5800,7,Плевок,toxin,Отложенный яд,13,1,0,poison:55% + radiation:45%,rangedCombat,70,82,89,snapshot:3 ОД; aimedShot:4 ОД,snapshot,3,2,Кожаная броня,250,7,0,0,1,97,54.5,97,54.5,"{""piercing"":5,""slashing"":6,""bludgeoning"":3,""firearm"":5,""energy"":3,""fire"":1,""cryo"":3,""electric"":2,""acid"":3,""poison"":4,""radiation"":5}"
ant:worker,Муравей-рабочий,true,D,5,2500,8,Жвалы,shear,Захват и разрыв,13,1,1,slashing:100%,meleeCombat,65,82,84,meleeAttack:3 ОД; aimedMeleeAttack:4 ОД,meleeAttack,3,2,Кожаная броня,250,3,3,10,1,72,42.9,52,31,"{""piercing"":6,""slashing"":7,""bludgeoning"":4,""firearm"":6,""energy"":3,""fire"":2,""cryo"":3,""electric"":2,""acid"":3,""poison"":5,""radiation"":5}"
ant:worker,Муравей-рабочий,true,D,5,2500,8,Захват,impact,Силовая,8,1,0,bludgeoning:100%,meleeCombat,65,82,84,meleeAttack:3 ОД; aimedMeleeAttack:4 ОД,meleeAttack,3,2,Кожаная броня,250,0,0,12,10,106,63.1,85,50.6,"{""piercing"":6,""slashing"":7,""bludgeoning"":4,""firearm"":6,""energy"":3,""fire"":2,""cryo"":3,""electric"":2,""acid"":3,""poison"":5,""radiation"":5}"
ant:forager,Муравей-фуражир,true,D,3,1050,8,Жвалы,shear,Захват и разрыв,9,1,0,slashing:100%,meleeCombat,64,82,83,meleeAttack:3 ОД; aimedMeleeAttack:4 ОД,meleeAttack,3,2,Кожаная броня,250,0,0,9,13,104,62.7,75,45.2,"{""piercing"":5,""slashing"":6,""bludgeoning"":3,""firearm"":5,""energy"":3,""fire"":1,""cryo"":3,""electric"":2,""acid"":3,""poison"":4,""radiation"":5}"
ant:forager,Муравей-фуражир,true,D,3,1050,8,Захват,impact,Силовая,6,1,0,bludgeoning:100%,meleeCombat,64,82,83,meleeAttack:3 ОД; aimedMeleeAttack:4 ОД,meleeAttack,3,2,Кожаная броня,250,0,0,9,24,141,84.9,113,68.1,"{""piercing"":5,""slashing"":6,""bludgeoning"":3,""firearm"":5,""energy"":3,""fire"":1,""cryo"":3,""electric"":2,""acid"":3,""poison"":4,""radiation"":5}"
ant:scout,Муравей-разведчик,true,D,8,5800,9,Жвалы,shear,Захват и разрыв,14,1,1,slashing:100%,meleeCombat,76,82,95,meleeAttack:2 ОД; aimedMeleeAttack:3 ОД,meleeAttack,2,4,Кожаная броня,250,4,4,10,1,67,17.6,49,12.9,"{""piercing"":5,""slashing"":6,""bludgeoning"":3,""firearm"":5,""energy"":3,""fire"":1,""cryo"":3,""electric"":2,""acid"":3,""poison"":4,""radiation"":5}"
ant:scout,Муравей-разведчик,true,D,8,5800,9,Захват,impact,Силовая,9,1,0,bludgeoning:100%,meleeCombat,76,82,95,meleeAttack:2 ОД; aimedMeleeAttack:3 ОД,meleeAttack,2,4,Кожаная броня,250,0,0,14,5,94,24.7,75,19.7,"{""piercing"":5,""slashing"":6,""bludgeoning"":3,""firearm"":5,""energy"":3,""fire"":1,""cryo"":3,""electric"":2,""acid"":3,""poison"":4,""radiation"":5}"
ant:fire,Огненный муравей,true,C,18,26550,9,Жвалы,shear,Захват и разрыв,30,1,2,slashing:100%,meleeCombat,90,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,2,Боевая броня,650,5,5,25,1,45,23.7,23,12.1,"{""piercing"":21,""slashing"":24,""bludgeoning"":13,""firearm"":20,""energy"":10,""fire"":5,""cryo"":11,""electric"":7,""acid"":11,""poison"":16,""radiation"":18}"
ant:fire,Огненный муравей,true,C,18,26550,9,Пламя,flame,Огненная струя,27,1,2,fire:100%,rangedCombat,90,82,95,snapshot:6 ОД; aimedShot:7 ОД,snapshot,6,1,Боевая броня,650,10,5,17,1,48,50.5,25,26.3,"{""piercing"":21,""slashing"":24,""bludgeoning"":13,""firearm"":20,""energy"":10,""fire"":5,""cryo"":11,""electric"":7,""acid"":11,""poison"":16,""radiation"":18}"
bloatfly:ordinary,Дутень,true,D,4,1700,9,Плевок,toxin,Отложенный яд,10,1,0,poison:100%,rangedCombat,80,82,95,snapshot:3 ОД; aimedShot:4 ОД,snapshot,3,3,Кожаная броня,250,10,0,0,1,68,23.9,68,23.9,"{""piercing"":2,""slashing"":2,""bludgeoning"":1,""firearm"":2,""energy"":1,""fire"":1,""cryo"":1,""electric"":1,""acid"":1,""poison"":2,""radiation"":2}"
bloatfly:ordinary,Дутень,true,D,4,1700,9,Жало,sting,Жало,8,1,1,piercing:60% + poison:40%,meleeCombat,68,82,87,meleeAttack:3 ОД; aimedMeleeAttack:4 ОД,meleeAttack,3,3,Кожаная броня,250,3,0,5,1,116,44.4,85,32.6,"{""piercing"":2,""slashing"":2,""bludgeoning"":1,""firearm"":2,""energy"":1,""fire"":1,""cryo"":1,""electric"":1,""acid"":1,""poison"":2,""radiation"":2}"
bloatfly:queen,Матка дутней,true,C,20,32500,9,Залп,flurry,Серия,14,1,1,poison:100%,rangedCombat,92,82,95,burst:6 ОД×3,burst,6,1,Боевая броня,650,42,0,0,1,17,17.9,17,17.9,"{""piercing"":15,""slashing"":17,""bludgeoning"":9,""firearm"":14,""energy"":7,""fire"":4,""cryo"":8,""electric"":5,""acid"":8,""poison"":11,""radiation"":13}"
bloatfly:queen,Матка дутней,true,C,20,32500,9,Жало,sting,Жало,19,1,9,piercing:60% + poison:40%,meleeCombat,92,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,2,Боевая броня,650,8,0,11,1,71,37.4,36,18.9,"{""piercing"":15,""slashing"":17,""bludgeoning"":9,""firearm"":14,""energy"":7,""fire"":4,""cryo"":8,""electric"":5,""acid"":8,""poison"":11,""radiation"":13}"
mantis:ordinary,Гигантский богомол,true,D,10,8750,10,Когти,rend,Рубящая,24,1,1,slashing:100%,meleeCombat,80,82,95,meleeAttack:3 ОД; aimedMeleeAttack:4 ОД,meleeAttack,3,3,Кожаная броня,250,14,14,10,1,39,13.7,29,10.2,"{""piercing"":6,""slashing"":7,""bludgeoning"":4,""firearm"":6,""energy"":3,""fire"":2,""cryo"":3,""electric"":2,""acid"":3,""poison"":5,""radiation"":5}"
mantis:ordinary,Гигантский богомол,true,D,10,8750,10,Укус,puncture,Пробивная,14,1,5,piercing:100%,meleeCombat,80,82,95,meleeAttack:3 ОД; aimedMeleeAttack:4 ОД,meleeAttack,3,3,Кожаная броня,250,11,11,3,1,57,20,49,17.2,"{""piercing"":6,""slashing"":7,""bludgeoning"":4,""firearm"":6,""energy"":3,""fire"":2,""cryo"":3,""electric"":2,""acid"":3,""poison"":5,""radiation"":5}"
cazador:ordinary,Касадор,true,B,38,113050,14,Жало,sting,Жало,40,1,31,piercing:45% + poison:55%,meleeCombat,150,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,3,"Боевая броня, усиленная",1011,22,0,18,1,30,10.5,17,6,"{""piercing"":32,""slashing"":36,""bludgeoning"":20,""firearm"":30,""energy"":15,""fire"":8,""cryo"":17,""electric"":11,""acid"":17,""poison"":24,""radiation"":27}"
cazador:ordinary,Касадор,true,B,38,113050,14,Укус,puncture,Пробивная,35,1,22,piercing:100%,meleeCombat,150,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,3,"Боевая броня, усиленная",1011,0,0,35,7,48,16.8,20,7,"{""piercing"":32,""slashing"":36,""bludgeoning"":20,""firearm"":30,""energy"":15,""fire"":8,""cryo"":17,""electric"":11,""acid"":17,""poison"":24,""radiation"":27}"
radscorpion:ordinary,Радскорпион,true,B,45,157500,12,Клешни,shear,Захват и разрыв,85,1,7,slashing:100%,meleeCombat,130,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,49,49,36,1,14,7.4,8,4.2,"{""piercing"":74,""slashing"":84,""bludgeoning"":46,""firearm"":70,""energy"":35,""fire"":18,""cryo"":39,""electric"":25,""acid"":39,""poison"":56,""radiation"":63}"
radscorpion:ordinary,Радскорпион,true,B,45,157500,12,Жало,sting,Жало,50,1,54,piercing:60% + poison:40%,meleeCombat,130,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,47,27,3,1,15,7.9,14,7.4,"{""piercing"":74,""slashing"":84,""bludgeoning"":46,""firearm"":70,""energy"":35,""fire"":18,""cryo"":39,""electric"":25,""acid"":39,""poison"":56,""radiation"":63}"
radscorpion:ordinary,Радскорпион,true,B,45,157500,12,Таран,impact,Силовая,70,1,1,bludgeoning:100%,meleeCombat,130,82,95,meleeAttack:9 ОД; aimedMeleeAttack:10 ОД,meleeAttack,9,1,"Боевая броня, усиленная",1011,33,33,56,1,18,18.9,10,10.5,"{""piercing"":74,""slashing"":84,""bludgeoning"":46,""firearm"":70,""energy"":35,""fire"":18,""cryo"":39,""electric"":25,""acid"":39,""poison"":56,""radiation"":63}"
bombardier-beetle:ordinary,Жук-подрывник,true,C,22,39050,10,Взрыв,explosive,Взрыв,45,1,3,fire:70% + bludgeoning:30%,rangedCombat,92,60,95,volley:7 ОД,volley,7,1,Боевая броня,650,16,8,36,1,27,28.4,15,15.8,"{""piercing"":29,""slashing"":34,""bludgeoning"":18,""firearm"":28,""energy"":14,""fire"":7,""cryo"":15,""electric"":10,""acid"":15,""poison"":22,""radiation"":25}"
bombardier-beetle:ordinary,Жук-подрывник,true,C,22,39050,10,Жвалы,shear,Захват и разрыв,40,1,3,slashing:100%,meleeCombat,92,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,2,Боевая броня,650,16,16,24,1,32,16.8,17,8.9,"{""piercing"":29,""slashing"":34,""bludgeoning"":18,""firearm"":28,""energy"":14,""fire"":7,""cryo"":15,""electric"":10,""acid"":15,""poison"":22,""radiation"":25}"
deathclaw:ordinary,Коготь смерти,true,A,68,355300,23,Когти,rend,Рубящая,180,3,23,slashing:100%,meleeCombat,240,82,95,meleeAttack:11 ОД; aimedMeleeAttack:13 ОД,meleeAttack,11,2,Силовая броня T-60,3400,0,0,180,20,23,12.1,4,2.1,"{""piercing"":127,""slashing"":138,""bludgeoning"":115,""firearm"":121,""energy"":81,""fire"":63,""cryo"":63,""electric"":40,""acid"":63,""poison"":92,""radiation"":104}"
deathclaw:ordinary,Коготь смерти,true,A,68,355300,23,Укус,puncture,Пробивная,130,2,114,piercing:100%,meleeCombat,240,82,95,meleeAttack:11 ОД; aimedMeleeAttack:13 ОД,meleeAttack,11,2,Силовая броня T-60,3400,0,0,130,17,29,15.3,6,3.2,"{""piercing"":127,""slashing"":138,""bludgeoning"":115,""firearm"":121,""energy"":81,""fire"":63,""cryo"":63,""electric"":40,""acid"":63,""poison"":92,""radiation"":104}"
deathclaw:ordinary,Коготь смерти,true,A,68,355300,23,Хвост,impact,Силовая,140,3,4,bludgeoning:100%,meleeCombat,240,82,95,meleeAttack:11 ОД; aimedMeleeAttack:13 ОД,meleeAttack,11,2,Силовая броня T-60,3400,0,0,211,17,22,11.6,5,2.6,"{""piercing"":127,""slashing"":138,""bludgeoning"":115,""firearm"":121,""energy"":81,""fire"":63,""cryo"":63,""electric"":40,""acid"":63,""poison"":92,""radiation"":104}"
deathclaw:juvenile,Детёныш когтя смерти,true,B,40,125000,13,Когти,rend,Рубящая,100,2,12,slashing:100%,meleeCombat,145,82,95,meleeAttack:6 ОД; aimedMeleeAttack:7 ОД,meleeAttack,6,2,"Боевая броня, усиленная",1011,38,38,62,1,14,7.4,7,3.7,"{""piercing"":66,""slashing"":72,""bludgeoning"":60,""firearm"":63,""energy"":42,""fire"":33,""cryo"":33,""electric"":21,""acid"":33,""poison"":48,""radiation"":54}"
deathclaw:juvenile,Детёныш когтя смерти,true,B,40,125000,13,Укус,puncture,Пробивная,70,1,60,piercing:100%,meleeCombat,145,82,95,meleeAttack:6 ОД; aimedMeleeAttack:7 ОД,meleeAttack,6,2,"Боевая броня, усиленная",1011,70,70,0,1,10,5.3,10,5.3,"{""piercing"":66,""slashing"":72,""bludgeoning"":60,""firearm"":63,""energy"":42,""fire"":33,""cryo"":33,""electric"":21,""acid"":33,""poison"":48,""radiation"":54}"
deathclaw:juvenile,Детёныш когтя смерти,true,B,40,125000,13,Хвост,impact,Силовая,80,1,2,bludgeoning:100%,meleeCombat,145,82,95,meleeAttack:6 ОД; aimedMeleeAttack:7 ОД,meleeAttack,6,2,"Боевая броня, усиленная",1011,44,44,54,1,14,7.4,9,4.7,"{""piercing"":66,""slashing"":72,""bludgeoning"":60,""firearm"":63,""energy"":42,""fire"":33,""cryo"":33,""electric"":21,""acid"":33,""poison"":48,""radiation"":54}"
deathclaw:hunter,Коготь смерти-охотник,true,A,74,419950,25,Когти,rend,Рубящая,200,4,25,slashing:100%,meleeCombat,256,82,95,meleeAttack:12 ОД; aimedMeleeAttack:14 ОД,meleeAttack,12,2,Силовая броня T-60,3400,0,0,200,18,21,11.1,4,2.1,"{""piercing"":121,""slashing"":132,""bludgeoning"":110,""firearm"":116,""energy"":77,""fire"":61,""cryo"":61,""electric"":39,""acid"":61,""poison"":88,""radiation"":99}"
deathclaw:hunter,Коготь смерти-охотник,true,A,74,419950,25,Укус,puncture,Пробивная,145,2,126,piercing:100%,meleeCombat,256,82,95,meleeAttack:12 ОД; aimedMeleeAttack:14 ОД,meleeAttack,12,2,Силовая броня T-60,3400,0,0,145,10,23,12.1,5,2.6,"{""piercing"":121,""slashing"":132,""bludgeoning"":110,""firearm"":116,""energy"":77,""fire"":61,""cryo"":61,""electric"":39,""acid"":61,""poison"":88,""radiation"":99}"
deathclaw:hunter,Коготь смерти-охотник,true,A,74,419950,25,Хвост,impact,Силовая,155,3,4,bludgeoning:100%,meleeCombat,256,82,95,meleeAttack:12 ОД; aimedMeleeAttack:14 ОД,meleeAttack,12,2,Силовая броня T-60,3400,0,0,233,15,20,10.5,5,2.6,"{""piercing"":121,""slashing"":132,""bludgeoning"":110,""firearm"":116,""energy"":77,""fire"":61,""cryo"":61,""electric"":39,""acid"":61,""poison"":88,""radiation"":99}"
deathclaw:alpha,Альфа-коготь смерти,true,A,80,490000,24,Когти,rend,Рубящая,220,4,28,slashing:100%,meleeCombat,258,82,95,meleeAttack:11 ОД; aimedMeleeAttack:13 ОД,meleeAttack,11,2,Силовая броня T-60,3400,0,0,220,16,19,10,4,2.1,"{""piercing"":143,""slashing"":156,""bludgeoning"":130,""firearm"":137,""energy"":91,""fire"":72,""cryo"":72,""electric"":46,""acid"":72,""poison"":104,""radiation"":117}"
deathclaw:alpha,Альфа-коготь смерти,true,A,80,490000,24,Укус,puncture,Пробивная,160,2,142,piercing:100%,meleeCombat,258,82,95,meleeAttack:11 ОД; aimedMeleeAttack:13 ОД,meleeAttack,11,2,Силовая броня T-60,3400,0,0,160,5,17,8.9,5,2.6,"{""piercing"":143,""slashing"":156,""bludgeoning"":130,""firearm"":137,""energy"":91,""fire"":72,""cryo"":72,""electric"":46,""acid"":72,""poison"":104,""radiation"":117}"
deathclaw:alpha,Альфа-коготь смерти,true,A,80,490000,24,Хвост,impact,Силовая,170,4,5,bludgeoning:100%,meleeCombat,258,82,95,meleeAttack:11 ОД; aimedMeleeAttack:13 ОД,meleeAttack,11,2,Силовая броня T-60,3400,0,0,256,14,18,9.5,4,2.1,"{""piercing"":143,""slashing"":156,""bludgeoning"":130,""firearm"":137,""energy"":91,""fire"":72,""cryo"":72,""electric"":46,""acid"":72,""poison"":104,""radiation"":117}"
deathclaw:alpha-hunter,Альфа-охотник,true,S,84,539700,27,Когти,rend,Рубящая,230,4,31,slashing:100%,meleeCombat,276,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-65,4800,0,0,230,22,24,12.6,3,1.6,"{""piercing"":149,""slashing"":162,""bludgeoning"":135,""firearm"":142,""energy"":95,""fire"":74,""cryo"":74,""electric"":47,""acid"":74,""poison"":108,""radiation"":122}"
deathclaw:alpha-hunter,Альфа-охотник,true,S,84,539700,27,Укус,puncture,Пробивная,165,3,152,piercing:100%,meleeCombat,276,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-65,4800,0,0,165,24,34,17.9,5,2.6,"{""piercing"":149,""slashing"":162,""bludgeoning"":135,""firearm"":142,""energy"":95,""fire"":74,""cryo"":74,""electric"":47,""acid"":74,""poison"":108,""radiation"":122}"
deathclaw:alpha-hunter,Альфа-охотник,true,S,84,539700,27,Хвост,impact,Силовая,180,4,5,bludgeoning:100%,meleeCombat,276,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-65,4800,0,0,272,18,22,11.6,4,2.1,"{""piercing"":149,""slashing"":162,""bludgeoning"":135,""firearm"":142,""energy"":95,""fire"":74,""cryo"":74,""electric"":47,""acid"":74,""poison"":108,""radiation"":122}"
deathclaw:albino,Коготь смерти-альбинос,true,A,80,490000,26,Когти,rend,Рубящая,210,4,27,slashing:100%,meleeCombat,268,82,95,meleeAttack:12 ОД; aimedMeleeAttack:14 ОД,meleeAttack,12,2,Силовая броня T-60,3400,0,0,210,17,20,10.5,4,2.1,"{""piercing"":138,""slashing"":150,""bludgeoning"":125,""firearm"":131,""energy"":88,""fire"":69,""cryo"":69,""electric"":44,""acid"":69,""poison"":100,""radiation"":113}"
deathclaw:albino,Коготь смерти-альбинос,true,A,80,490000,26,Укус,puncture,Пробивная,150,2,134,piercing:100%,meleeCombat,268,82,95,meleeAttack:12 ОД; aimedMeleeAttack:14 ОД,meleeAttack,12,2,Силовая броня T-60,3400,0,0,150,6,20,10.5,5,2.6,"{""piercing"":138,""slashing"":150,""bludgeoning"":125,""firearm"":131,""energy"":88,""fire"":69,""cryo"":69,""electric"":44,""acid"":69,""poison"":100,""radiation"":113}"
deathclaw:albino,Коготь смерти-альбинос,true,A,80,490000,26,Хвост,impact,Силовая,165,3,5,bludgeoning:100%,meleeCombat,268,82,95,meleeAttack:12 ОД; aimedMeleeAttack:14 ОД,meleeAttack,12,2,Силовая броня T-60,3400,0,0,249,14,18,9.5,5,2.6,"{""piercing"":138,""slashing"":150,""bludgeoning"":125,""firearm"":131,""energy"":88,""fire"":69,""cryo"":69,""electric"":44,""acid"":69,""poison"":100,""radiation"":113}"
deathclaw:albino-alpha,Альфа-альбинос,true,S,90,618750,28,Когти,rend,Рубящая,280,5,36,slashing:100%,meleeCombat,284,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-65,4800,0,0,280,18,20,10.5,3,1.6,"{""piercing"":176,""slashing"":192,""bludgeoning"":160,""firearm"":168,""energy"":112,""fire"":88,""cryo"":88,""electric"":56,""acid"":88,""poison"":128,""radiation"":144}"
deathclaw:albino-alpha,Альфа-альбинос,true,S,90,618750,28,Укус,puncture,Пробивная,200,3,180,piercing:100%,meleeCombat,284,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-65,4800,0,0,200,15,24,12.6,4,2.1,"{""piercing"":176,""slashing"":192,""bludgeoning"":160,""firearm"":168,""energy"":112,""fire"":88,""cryo"":88,""electric"":56,""acid"":88,""poison"":128,""radiation"":144}"
deathclaw:albino-alpha,Альфа-альбинос,true,S,90,618750,28,Хвост,impact,Силовая,220,4,6,bludgeoning:100%,meleeCombat,284,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-65,4800,0,0,332,15,18,9.5,4,2.1,"{""piercing"":176,""slashing"":192,""bludgeoning"":160,""firearm"":168,""energy"":112,""fire"":88,""cryo"":88,""electric"":56,""acid"":88,""poison"":128,""radiation"":144}"
deathclaw:chameleon,Коготь смерти-хамелеон,true,A,76,442700,27,Когти,rend,Рубящая,185,4,23,slashing:100%,meleeCombat,264,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-60,3400,0,0,185,19,23,12.1,4,2.1,"{""piercing"":116,""slashing"":126,""bludgeoning"":105,""firearm"":110,""energy"":74,""fire"":58,""cryo"":58,""electric"":37,""acid"":58,""poison"":84,""radiation"":95}"
deathclaw:chameleon,Коготь смерти-хамелеон,true,A,76,442700,27,Укус,puncture,Пробивная,135,2,114,piercing:100%,meleeCombat,264,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-60,3400,0,0,135,16,27,14.2,5,2.6,"{""piercing"":116,""slashing"":126,""bludgeoning"":105,""firearm"":110,""energy"":74,""fire"":58,""cryo"":58,""electric"":37,""acid"":58,""poison"":84,""radiation"":95}"
deathclaw:chameleon,Коготь смерти-хамелеон,true,A,76,442700,27,Хвост,impact,Силовая,145,3,4,bludgeoning:100%,meleeCombat,264,82,95,meleeAttack:13 ОД; aimedMeleeAttack:15 ОД,meleeAttack,13,2,Силовая броня T-60,3400,0,0,218,16,21,11.1,5,2.6,"{""piercing"":116,""slashing"":126,""bludgeoning"":105,""firearm"":110,""energy"":74,""fire"":58,""cryo"":58,""electric"":37,""acid"":58,""poison"":84,""radiation"":95}"
deathclaw:glowing,Светящийся коготь смерти,true,A,82,514550,26,Когти,rend,Рубящая,220,4,27,slashing:75% + radiation:25%,meleeCombat,268,82,95,meleeAttack:12 ОД; aimedMeleeAttack:14 ОД,meleeAttack,12,2,Силовая броня T-60,3400,0,0,220,16,20,10.5,5,2.6,"{""piercing"":143,""slashing"":156,""bludgeoning"":130,""firearm"":137,""energy"":91,""fire"":72,""cryo"":72,""electric"":46,""acid"":72,""poison"":104,""radiation"":117}"
deathclaw:glowing,Светящийся коготь смерти,true,A,82,514550,26,Укус,puncture,Пробивная,160,2,134,piercing:100%,meleeCombat,268,82,95,meleeAttack:12 ОД; aimedMeleeAttack:14 ОД,meleeAttack,12,2,Силовая броня T-60,3400,0,0,160,5,18,9.5,5,2.6,"{""piercing"":143,""slashing"":156,""bludgeoning"":130,""firearm"":137,""energy"":91,""fire"":72,""cryo"":72,""electric"":46,""acid"":72,""poison"":104,""radiation"":117}"
